,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
29885,B000LEI82W,"Baby Trend Double Snap N Go Stroller Frame, Black",AQVYPRPXP5SL2,0/0,5.0,1306886400,"This is easily the EASIEST assembly I've ever done for a stroller (okay its the ONLY assembly I've done for a stroller) But it couldn't get any easier.You just pull out the stroller, pop on the 4 wheels, the bar in the back of the under stroller storage part, and finally the cup holder all just EASILY snap into place. LOVE the storage part on the cup holder its just right for a cell phone.Even a pregnant woman in the later stages of pregnancy would have NO Problem at all assembling this item and it EASILY folds down with just one hand.I originally had the single Baby Trend stroller but upgraded to the double stroller because my original stroller stopped folding down after it was left out in the rain. Unlike most people who would buy this Double Stroller product, I'm going to be using this product as an all terrain cart to carry groceries back home and laundry to and from the laundry mat like I have with my original Baby Trends single stroller since I do not have a vehicle.",baby products,strollers,lightweight,182
38426,B0006OIG4C,"Aurora Plush 10"" Jolie Puppet",A1EJUCCU2FFUXE,0/0,5.0,1338508800,"I love this giraffe, and so do my 2nd-graders. I use it in the classroom along with several other animal/people puppets to motivate kids to read aloud. They can't wait to use the puppets, and the giraffe is one of their favorites. Soft! It is much more durable than some other puppets I bought, so if you want a lasting product, invest the money!",toys games,stuffed animals plush,animals figures,64
14411,B0002VAF3Y,Dex Products Safe Sleeper Bed Rail Ultra,A3ISTLMIFRCM68,6/7,5.0,1215129600,"We've only had this bed rail for about a month, but so far so good. My two-year old is a climber and he has climbed up and down and around that rail a million times without hurting himself or the rail. It is very sturdy and stays in place. I'd buy this product again.Set up is easy -- there are only six pieces or so and they snap together -- no tools needed. My two-year old ""helped"" and we got it done in about 20 minutes. The only problem with the directions is that there are no pictures, so if you're a visual person you might have trouble identifying parts. But, the written description is detailed and fairly easy to follow.The only issue I have is that the rail is too tall to fold down completely for our box spring. The distance from the top of the box spring to the floor needs to be at least 18 inches for it to fold down completely. We just have the rail fold down at an angle -- it makes it like a little ladder, which is fine.",baby products,safety,rails rail guards,186
23251,B000FTLF14,KidKraft Nantucket Toddler Cot,A3O3I0SCT80EE3,1/1,4.0,1274054400,"This is a very pretty bed and easy to assemble. I put it together myself and I am an older woman. You'll need a mattress (we got one for $50 and it was fine).My daughter said that her little one keeps bumping into the side ""wall"" so it might be better not to have a side wall at all but the trade off is prettier piece of furniture.",baby products,nursery,furniture,68
20478,B000IRRLT8,ENVY ME 2 For Women By GUCCI Eau de Toilette Spray,A3QXVG7QBHMB6J,0/0,5.0,1257465600,"I LOVE this scent. If I could, I'd wear it everyday (but not appropriate for a tight office). I wish I'd ordered it off of Amazon, I would have saved about thirty dollars. I'll just keep it in mind when I need a replacement.I recommend this to someone who likes clean scents, but is tired of the same old and wanting something a little different. It still has some clean undertones, but not like a bar of soap (which I do like!). It's slightly sexy and doesn't have a sweet smell at all.If at all possible, go to a high end perfumery and try it out, then buy it for for a great deal! :)",beauty,fragrance,women s,115
30574,B00005380N,"Schick Xtreme 3 Triple Blade Closeness Razors , Sensitive, 8 razors",A3PFQUEQLTCW4C,0/6,1.0,1309824000,"In my opinion, these are terrible razors. They are a disgrace to the gillette name. They are nothing like Mach 3. I bought these, considering the price alone. Well, I was disappointed to say the least. They created razor burn, which the package specifically says they will not do!! Can you believe that? I shave with lotion because my legs are highly sensitive to razor burn and feel itchy after shaving. I've found that lotion helps! But not with these razors. They should take them off the market.",health personal care,personal care,shaving hair removal,88
19981,B000BF10K8,"Worthington Super Links, 19-Ounce Cans (Pack of 12)",A2T1C894XI5Y4V,1/1,5.0,1253836800,"I hope these come in stock, and soon! I'm a Seventh-day Adventist (a lot of us are vegetarians and know good veggie stuff) and would normally get Super-Links from the Potomac Adventist Book and Health Food Store in Silver Spring, Maryland. However, they're not that close so the nearest option is Safeway but they're almost $9.00 for a single can...rather outrageous.I didn't grow up vegetarian but if I had a supply of these I would never miss the real thing. They're good right out of the can (heated quickly) and into a hot dog bun. Most of all, I love chopping a few into small rounds and cooking with sauteed onions, stewed tomatoes, sweet corn, and little bit of sugar (to balance out the acidity of the tomatoes). Delicious over rice! Enjoy!",grocery gourmet food,pantry staples,canned jarred food,132
12582,B0000C88FS,Remington Titanuim Precision Pro Deluxe Hair Cut Kit - 25 Piece,A19VOVHM5X0YN1,0/0,3.0,1201392000,It does the job but I don't like it. It's not powerful enough. The speed of trimmer is slow. If you are looking for a kind of professional trimmer - this product is not for you. But pro-trimmer costs two or three times more. Not recommended.,beauty,hair care,styling tools,46
11197,B000HQHUFA,Angels' Eyes Tear-Stain Eliminator for Dogs and Cats,A12FZ76B9BIUG9,1/1,5.0,1193184000,"This stuff does exactly what it says. We've been using it for three weeks and our maltipoo's face is now 90% tear stain free.Caspian did not like Angels' Eyes sprinkled on his dog food, and refused to eat it. However, being the dominant species, we came up with a solution. We now mix it with a tiny glob of peanut butter (canned dog food would also work) and it is his favorite morning treat.Thank you, Angels' Eyes!!!",pet supplies,dogs,health supplies,77
16454,B000O3JTJQ,Playhut Thomas the Tank Hideaway,A1FCF0QGSGKQAA,0/0,1.0,1230249600,"If I could give this item a half star I would and only because of the characters printed on it and not the tent itself. First of all, the tent is taller than it is wide which creates a physical problem for children who go rip-roaring through the openings- it falls over every time. Secondly, the item twists open but there are still extra poles you must add to it- even then there is no stability. Thirdly, the ""fabric"" reminds me of disposable tablecloth... its papery and could tear easily. There is a picture printed on only two sides of this tent- the only two sides visiable in the advertised picture. No matter what the cost is I would not puchase this item even if it was a dollar. Kids simply cannot play with it. Maybe if you are the creative type who can figure out a way to keep the four end corners grounded it would be worth it- Otherwise, pass by this item and don't look back.",toys games,sports outdoor play,gym sets swings,169
11509,B000FSFNUE,FURminator deShedding Tool,A3SUCXWNLDQKF7,0/0,5.0,1196035200,This product works like magic! Could not believe how much hair came out of my dog! Better than in my house! Can't imagine life with out it. We can all breathe better now without all the shedding! BUY IT! Worth every penny and then some.,pet supplies,cats,grooming,45
17470,B000FSFNUE,FURminator deShedding Tool,A3E96WQPD8L5J2,0/0,5.0,1235088000,"Until I purchased the Furminator, I was brushing my two labrador retrievers everyday during the shedding season, which really took a lot of time. The furminator pulls out that dead hair, without hurting the dog (however, you must go lightly over the bony prominences; i.e. legs, hips). If you use the furminator over an area that is not shedding, no hair comes out, so this is proof that it is simply not just cutting any hair away. I wanted to purchase the larger size for my dogs, but the price is a little high so I stuck with the medium size. If the price were right, the larger size would probably reduce the time spent grooming. But again, the time necessary with the Furminator during shedding season is only twice per week as opposed to daily. Well worth the investment!",pet supplies,cats,grooming,140
